Sentence,Labels,POS,Words
বৃষ্টি হওয়ার কারনে আমার নীল কোট পরা পছন্দ করি,Simple,"['বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া', 'ক্রিয়া']","['বৃষ্টি', 'হওয়ার', 'কারনে', 'আমার', 'নীল', 'কোট', 'পরা', 'পছন্দ', 'করি']"
পার্টি হচ্ছে বলেই প্রতিবেশীরা খারাপ অভিযোগ করবে।,Simple,"['বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া']","['পার্টি', 'হচ্ছে', 'বলেই', 'প্রতিবেশীরা', 'খারাপ', 'অভিযোগ', 'করবে।']"
অবসর নেওয়ার পর থেকে আমি খুবই খুশি।,Simple,"['বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'বিশেষণ']","['অবসর', 'নেওয়ার', 'পর', 'থেকে', 'আমি', 'খুবই', 'খুশি।']"
খাওয়ার সময় কুকুরটি তার কোলে ঝাঁপিয়ে পড়ে।,Simple,"['ক্রিয়া', 'বিশেষ্য', 'বিশেষ্য', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['খাওয়ার', 'সময়', 'কুকুরটি', 'তার', 'কোলে', 'ঝাঁপিয়ে', 'পড়ে।']"
এ্যানি খুশিতে কেঁদেছিল,Simple,"['বিশেষ্য', 'বিশেষণ', 'ক্রিয়া']","['এ্যানি', 'খুশিতে', 'কেঁদেছিল']"
তিনি বিখ্যাত এবং লোকেরা তার আদর্শের জন্য ভাতা দেয়,Compound,"['সর্বনাম', 'বিশেষণ', 'অব্যয়', 'বিশেষ্য', 'সর্বনাম', 'বিশেষ্য', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া']","['তিনি', 'বিখ্যাত', 'এবং', 'লোকেরা', 'তার', 'আদর্শের', 'জন্য', 'ভাতা', 'দেয়']"
"সে পুঙ্খানুপুঙ্খভাবে প্রশিক্ষিত, কিন্তু সে অনেক ভুল করে।",Compound,"['সর্বনাম', 'অব্যয়', 'বিশেষণ', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া']","['সে', 'পুঙ্খানুপুঙ্খভাবে', 'প্রশিক্ষিত', 'কিন্তু', 'সে', 'অনেক', 'ভুল', 'করে।']"
শীত এসেছে এবং আমি একটি উষ্ণ সোয়েটার বুনবো,Compound,"['বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া']","['শীত', 'এসেছে', 'এবং', 'আমি', 'একটি', 'উষ্ণ', 'সোয়েটার', 'বুনবো']"
"তিনি ছোট ছিলেন, এবং রূপকথায় বিশ্বাস করতেন।",Compound,"['সর্বনাম', 'বিশেষণ', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['তিনি', 'ছোট', 'ছিলেন', 'এবং', 'রূপকথায়', 'বিশ্বাস', 'করতেন।']"
দোকানে ফিরে আসবো এবং আমাকে এই কুপন সংরক্ষণ করতে হবে,Compound,"['বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া', 'ক্রিয়া']","['দোকানে', 'ফিরে', 'আসবো', 'এবং', 'আমাকে', 'এই', 'কুপন', 'সংরক্ষণ', 'করতে', 'হবে']"
এখানেই আমাদের প্রথম ডেট ছিল এবং আমরা ঢাকা যাবো,Compound,"['অব্যয়', 'সর্বনাম', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া']","['এখানেই', 'আমাদের', 'প্রথম', 'ডেট', 'ছিল', 'এবং', 'আমরা', 'ঢাকা', 'যাবো']"
"বন্ধুরা অনুরোধ করেছিল, কিন্তু পুনর্মিলনে যাই নাই",Compound,"['বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়']","['বন্ধুরা', 'অনুরোধ', 'করেছিল', 'কিন্তু', 'পুনর্মিলনে', 'যাই', 'নাই']"
সমইয়ের পরিবর্তন হবে এবং জিনের ও বিবর্তনও হয়।,Compound,"['বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া']","['সমইয়ের', 'পরিবর্তন', 'হবে', 'এবং', 'জিনের', 'ও', 'বিবর্তনও', 'হয়।']"
অভিনয় ভালো কিন্তু সিনেমাটি আমার ভালো লাগেনি।,Compound,"['বিশেষ্য', 'বিশেষণ', 'অব্যয়', 'বিশেষ্য', 'সর্বনাম', 'বিশেষণ', 'ক্রিয়া']","['অভিনয়', 'ভালো', 'কিন্তু', 'সিনেমাটি', 'আমার', 'ভালো', 'লাগেনি।']"
আলাদা ছিলাম কিন্তু তার প্রতি অনুভূতি ছিল।,Compound,"['বিশেষণ', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া']","['আলাদা', 'ছিলাম', 'কিন্তু', 'তার', 'প্রতি', 'অনুভূতি', 'ছিল।']"
তিনি দেরি করেছিলেন সেজন্য একদিনের বেতন কাটা করা হবে।,Compound,"['সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া', 'ক্রিয়া']","['তিনি', 'দেরি', 'করেছিলেন', 'সেজন্য', 'একদিনের', 'বেতন', 'কাটা', 'করা', 'হবে।']"
"আমি বাস্কেটবল ভক্ত, কিন্তু আমি ফুটবল পছন্দ করি।",Compound,"['সর্বনাম', 'বিশেষ্য', 'বিশেষ্য', 'অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['আমি', 'বাস্কেটবল', 'ভক্ত', 'কিন্তু', 'আমি', 'ফুটবল', 'পছন্দ', 'করি।']"
আমি টেনিস ভক্ত কিন্তু কাবাডি পছন্দ করি।,Compound,"['সর্বনাম', 'বিশেষ্য', 'বিশেষ্য', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['আমি', 'টেনিস', 'ভক্ত', 'কিন্তু', 'কাবাডি', 'পছন্দ', 'করি।']"
সে স্মার্ট কিন্তু সে তার সমস্ত পরীক্ষায় ফেল করেছিল।,Compound,"['সর্বনাম', 'বিশেষণ', 'অব্যয়', 'সর্বনাম', 'সর্বনাম', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['সে', 'স্মার্ট', 'কিন্তু', 'সে', 'তার', 'সমস্ত', 'পরীক্ষায়', 'ফেল', 'করেছিল।']"
বৃষ্টি হবে এবং আমার নীল কোট পরা পছন্দ করি,Compound,"['বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া', 'ক্রিয়া']","['বৃষ্টি', 'হবে', 'এবং', 'আমার', 'নীল', 'কোট', 'পরা', 'পছন্দ', 'করি']"
একটি পার্টি হচ্ছে বলে খারাপ কারণ প্রতিবেশীরা অভিযোগ করবে।,Compound,"['বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষণ', 'অব্যয়', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া']","['একটি', 'পার্টি', 'হচ্ছে', 'বলে', 'খারাপ', 'কারণ', 'প্রতিবেশীরা', 'অভিযোগ', 'করবে।']"
অবসর নিয়েছি এবং আমি খুবই খুশি।,Compound,"['বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'বিশেষণ']","['অবসর', 'নিয়েছি', 'এবং', 'আমি', 'খুবই', 'খুশি।']"
সে খেতে আসে কিন্তু কুকুরটি তার কোলে ঝাঁপিয়ে পড়ে।,Compound,"['সর্বনাম', 'ক্রিয়া', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['সে', 'খেতে', 'আসে', 'কিন্তু', 'কুকুরটি', 'তার', 'কোলে', 'ঝাঁপিয়ে', 'পড়ে।']"
এ্যানি কাঁদছিল এবং সে এই খবরে খুশি হয়েছিল।,Compound,"['বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'বিশেষ্য', 'বিশেষণ', 'ক্রিয়া']","['এ্যানি', 'কাঁদছিল', 'এবং', 'সে', 'এই', 'খবরে', 'খুশি', 'হয়েছিল।']"
যেহেতু তিনি বিখ্যাত সেহেতু লোকেরা তার আদর্শের জন্য ভাতা দেয়,Complex,"['অব্যয়', 'সর্বনাম', 'বিশেষণ', 'অব্যয়', 'বিশেষ্য', 'সর্বনাম', 'বিশেষ্য', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া']","['যেহেতু', 'তিনি', 'বিখ্যাত', 'সেহেতু', 'লোকেরা', 'তার', 'আদর্শের', 'জন্য', 'ভাতা', 'দেয়']"
"যদিও সে পুঙ্খানুপুঙ্খভাবে প্রশিক্ষিত, তবুও সে অনেক ভুল করে।",Complex,"['অব্যয়', 'সর্বনাম', 'অব্যয়', 'বিশেষণ', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া']","['যদিও', 'সে', 'পুঙ্খানুপুঙ্খভাবে', 'প্রশিক্ষিত', 'তবুও', 'সে', 'অনেক', 'ভুল', 'করে।']"
